sample-id,absolute-filepath,direction
02580,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/02580_1.fastq.gz,forward
02580,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/02580_2.fastq.gz,reverse
02587,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/02587_1.fastq.gz,forward
02587,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/02587_2.fastq.gz,reverse
03670,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03670_1.fastq.gz,forward
03670,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03670_2.fastq.gz,reverse
03671,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03671_1.fastq.gz,forward
03671,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03671_2.fastq.gz,reverse
03672,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03672_1.fastq.gz,forward
03672,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03672_2.fastq.gz,reverse
03673,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03673_1.fastq.gz,forward
03673,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03673_2.fastq.gz,reverse
03675,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03675_1.fastq.gz,forward
03675,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03675_2.fastq.gz,reverse
03677,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03677_1.fastq.gz,forward
03677,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03677_2.fastq.gz,reverse
03678,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03678_1.fastq.gz,forward
03678,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03678_2.fastq.gz,reverse
03679,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03679_1.fastq.gz,forward
03679,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03679_2.fastq.gz,reverse
03682,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03682_1.fastq.gz,forward
03682,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03682_2.fastq.gz,reverse
03690,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03690_1.fastq.gz,forward
03690,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03690_2.fastq.gz,reverse
03694,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03694_1.fastq.gz,forward
03694,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03694_2.fastq.gz,reverse
03695,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03695_1.fastq.gz,forward
03695,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03695_2.fastq.gz,reverse
03759,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03759_1.fastq.gz,forward
03759,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03759_2.fastq.gz,reverse
03765,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03765_1.fastq.gz,forward
03765,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03765_2.fastq.gz,reverse
03968,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03968_1.fastq.gz,forward
03968,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03968_2.fastq.gz,reverse
03990,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03990_1.fastq.gz,forward
03990,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/03990_2.fastq.gz,reverse
04332,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04332_1.fastq.gz,forward
04332,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04332_2.fastq.gz,reverse
04333,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04333_1.fastq.gz,forward
04333,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04333_2.fastq.gz,reverse
04334,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04334_1.fastq.gz,forward
04334,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04334_2.fastq.gz,reverse
04335,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04335_1.fastq.gz,forward
04335,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04335_2.fastq.gz,reverse
04336,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04336_1.fastq.gz,forward
04336,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04336_2.fastq.gz,reverse
04337,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04337_1.fastq.gz,forward
04337,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04337_2.fastq.gz,reverse
04338,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04338_1.fastq.gz,forward
04338,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04338_2.fastq.gz,reverse
04339,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04339_1.fastq.gz,forward
04339,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04339_2.fastq.gz,reverse
04340,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04340_1.fastq.gz,forward
04340,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04340_2.fastq.gz,reverse
04341,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04341_1.fastq.gz,forward
04341,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/04341_2.fastq.gz,reverse
05491,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05491_1.fastq.gz,forward
05491,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05491_2.fastq.gz,reverse
05492,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05492_1.fastq.gz,forward
05492,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05492_2.fastq.gz,reverse
05493,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05493_1.fastq.gz,forward
05493,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05493_2.fastq.gz,reverse
05494,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05494_1.fastq.gz,forward
05494,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05494_2.fastq.gz,reverse
05495,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05495_1.fastq.gz,forward
05495,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05495_2.fastq.gz,reverse
05496,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05496_1.fastq.gz,forward
05496,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05496_2.fastq.gz,reverse
05497,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05497_1.fastq.gz,forward
05497,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05497_2.fastq.gz,reverse
05498,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05498_1.fastq.gz,forward
05498,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05498_2.fastq.gz,reverse
05499,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05499_1.fastq.gz,forward
05499,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05499_2.fastq.gz,reverse
05500,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05500_1.fastq.gz,forward
05500,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05500_2.fastq.gz,reverse
05501,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05501_1.fastq.gz,forward
05501,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05501_2.fastq.gz,reverse
05502,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05502_1.fastq.gz,forward
05502,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05502_2.fastq.gz,reverse
05503,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05503_1.fastq.gz,forward
05503,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05503_2.fastq.gz,reverse
05504,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05504_1.fastq.gz,forward
05504,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05504_2.fastq.gz,reverse
05506,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05506_1.fastq.gz,forward
05506,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05506_2.fastq.gz,reverse
05507,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05507_1.fastq.gz,forward
05507,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05507_2.fastq.gz,reverse
05508,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05508_1.fastq.gz,forward
05508,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/05508_2.fastq.gz,reverse
07286,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07286_1.fastq.gz,forward
07286,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07286_2.fastq.gz,reverse
07334,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07334_1.fastq.gz,forward
07334,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07334_2.fastq.gz,reverse
07353,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07353_1.fastq.gz,forward
07353,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07353_2.fastq.gz,reverse
07364,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07364_1.fastq.gz,forward
07364,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07364_2.fastq.gz,reverse
07391,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07391_1.fastq.gz,forward
07391,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07391_2.fastq.gz,reverse
07410,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07410_1.fastq.gz,forward
07410,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07410_2.fastq.gz,reverse
07460,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07460_1.fastq.gz,forward
07460,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07460_2.fastq.gz,reverse
07463,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07463_1.fastq.gz,forward
07463,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07463_2.fastq.gz,reverse
07467,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07467_1.fastq.gz,forward
07467,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07467_2.fastq.gz,reverse
07471,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07471_1.fastq.gz,forward
07471,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07471_2.fastq.gz,reverse
07474,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07474_1.fastq.gz,forward
07474,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07474_2.fastq.gz,reverse
07481,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07481_1.fastq.gz,forward
07481,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07481_2.fastq.gz,reverse
07485,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07485_1.fastq.gz,forward
07485,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/07485_2.fastq.gz,reverse
11550,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11550_1.fastq.gz,forward
11550,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11550_2.fastq.gz,reverse
11553,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11553_1.fastq.gz,forward
11553,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11553_2.fastq.gz,reverse
11559,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11559_1.fastq.gz,forward
11559,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11559_2.fastq.gz,reverse
11563,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11563_1.fastq.gz,forward
11563,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11563_2.fastq.gz,reverse
11564,/home/dermot.kelly/Dermot_primary/microbiome_data/CT_lambs_microbiome_raw_files/11564_1.fastq.gz,forward
